CustomerID,FirstPurchase,LastPurchase,Orders,Revenue,Quantity,Recency,Frequency,Monetary,Status,Customer_Lifetime_Value
15154,2011-09-25 16:05:00,2011-09-25 16:05:00,1,296.42,104,75,1,296.42,At Risk,296.42
15156,2011-11-06 12:41:00,2011-12-08 18:22:00,3,961.49,597,1,3,961.49,Active,961.49
15157,2010-12-16 13:44:00,2011-12-06 11:28:00,3,1936.07,2392,4,3,1936.07,Active,1936.07
15158,2011-10-25 13:53:00,2011-10-25 13:53:00,1,401.40000000000003,198,45,1,401.40000000000003,At Risk,401.40000000000003
15159,2010-12-13 15:44:00,2011-12-08 12:05:00,30,18641.010000000002,11441,2,30,18641.010000000002,Active,18641.010000000002
15160,2010-12-17 14:15:00,2010-12-17 14:15:00,1,158.16,84,357,1,158.16,Churned,158.16
15163,2011-05-31 15:22:00,2011-11-21 13:10:00,2,304.47,186,18,2,304.47,Active,304.47
15164,2011-01-04 14:21:00,2011-10-02 12:05:00,3,843.05,360,69,3,843.05,At Risk,843.05
15165,2010-12-01 14:03:00,2010-12-01 14:03:00,1,487.75,160,373,1,487.75,Churned,487.75
15167,2011-01-23 12:41:00,2011-01-23 12:41:00,1,163.0,67,321,1,163.0,Churned,163.0
15168,2011-11-14 11:26:00,2011-11-14 11:26:00,1,106.56,52,26,1,106.56,Active,106.56
15171,2011-01-12 15:36:00,2011-01-12 15:36:00,1,1289.5,290,331,1,1289.5,Churned,1289.5
15172,2011-04-17 11:56:00,2011-12-01 11:51:00,5,1624.05,1611,9,5,1624.05,Active,1624.05
15174,2011-01-21 09:06:00,2011-01-21 09:06:00,1,135.75,145,323,1,135.75,Churned,135.75
15175,2011-09-29 11:31:00,2011-09-29 11:31:00,1,224.14,454,72,1,224.14,At Risk,224.14
15178,2011-03-24 15:12:00,2011-03-24 15:12:00,1,40.5,30,260,1,40.5,Churned,40.5
15179,2011-01-24 13:48:00,2011-11-21 12:53:00,5,2206.9500000000003,1938,18,5,2206.9500000000003,Active,2206.9500000000003
15180,2010-12-07 14:57:00,2010-12-07 14:57:00,1,87.5,36,367,1,87.5,Churned,87.5
15181,2011-03-15 12:03:00,2011-10-04 13:58:00,3,689.48,544,66,3,689.48,At Risk,689.48
15182,2011-03-16 12:42:00,2011-07-08 13:37:00,2,622.85,253,154,2,622.85,Churned,622.85
15184,2011-06-02 12:06:00,2011-11-10 13:41:00,2,406.76,223,29,2,406.76,Active,406.76
15185,2011-09-30 14:06:00,2011-09-30 14:06:00,1,310.62,666,70,1,310.62,At Risk,310.62
15186,2011-06-24 14:54:00,2011-11-25 14:58:00,2,411.41,215,14,2,411.41,Active,411.41
15187,2011-05-11 13:49:00,2011-12-08 11:56:00,16,4777.18,1887,2,16,4777.18,Active,4777.18
15189,2011-01-11 12:29:00,2011-12-08 13:22:00,41,16225.39,6149,1,41,16225.39,Active,16225.39
15192,2010-12-09 14:56:00,2011-08-12 11:41:00,3,1044.32,918,120,3,1044.32,Churned,1044.32
15193,2011-10-10 08:23:00,2011-10-10 08:23:00,1,499.32,144,61,1,499.32,At Risk,499.32
15194,2010-12-06 15:00:00,2011-12-06 15:10:00,15,7616.53,5703,3,15,7616.53,Active,7616.53
15195,2011-12-07 12:20:00,2011-12-07 12:20:00,1,3861.0,1404,3,1,3861.0,Active,3861.0
15197,2010-12-16 18:01:00,2011-11-29 10:00:00,3,1079.61,469,11,3,1079.61,Active,1079.61
15198,2011-08-07 15:16:00,2011-09-08 14:42:00,2,193.64,120,92,2,193.64,Churned,193.64
15199,2011-02-04 14:04:00,2011-10-11 15:12:00,4,1268.7,396,59,4,1268.7,At Risk,1268.7
15201,2011-04-06 14:02:00,2011-09-13 14:53:00,5,1236.54,1210,87,5,1236.54,At Risk,1236.54
15203,2011-02-01 12:29:00,2011-11-14 08:16:00,6,1827.8,1753,26,6,1827.8,Active,1827.8
15204,2010-12-17 13:49:00,2010-12-17 13:49:00,1,316.58,258,357,1,316.58,Churned,316.58
15205,2011-08-04 16:07:00,2011-09-15 19:36:00,2,653.24,378,85,2,653.24,At Risk,653.24
15206,2011-03-09 08:59:00,2011-11-29 13:41:00,4,420.3,162,10,4,420.3,Active,420.3
15208,2010-12-21 13:03:00,2011-12-08 17:24:00,5,870.12,316,1,5,870.12,Active,870.12
15210,2011-04-28 16:11:00,2011-04-28 16:11:00,1,331.18,228,225,1,331.18,Churned,331.18
15211,2010-12-09 16:08:00,2011-10-10 13:31:00,2,894.4100000000001,240,60,2,894.4100000000001,At Risk,894.4100000000001
15212,2011-04-12 13:45:00,2011-04-12 13:45:00,1,101.8,36,241,1,101.8,Churned,101.8
15213,2011-01-14 11:05:00,2011-01-25 12:21:00,2,328.35,272,319,2,328.35,Churned,328.35
15214,2011-04-11 09:46:00,2011-12-08 12:07:00,8,1661.44,1254,2,8,1661.44,Active,1661.44
15215,2011-09-04 12:24:00,2011-10-24 11:41:00,3,734.94,225,47,3,734.94,At Risk,734.94
15216,2011-09-13 11:41:00,2011-09-13 11:41:00,1,96.6,28,88,1,96.6,At Risk,96.6
15218,2011-01-25 11:20:00,2011-11-29 11:48:00,11,5756.89,3329,11,11,5756.89,Active,5756.89
15219,2011-06-16 16:57:00,2011-06-16 16:57:00,1,305.75,45,176,1,305.75,Churned,305.75
15220,2011-03-04 10:24:00,2011-10-19 12:39:00,6,1778.96,1393,52,6,1778.96,At Risk,1778.96
15221,2010-12-08 13:08:00,2010-12-08 13:08:00,1,403.25,43,366,1,403.25,Churned,403.25
15222,2011-01-25 08:03:00,2011-01-25 08:03:00,1,585.0,440,319,1,585.0,Churned,585.0
15223,2011-04-04 12:17:00,2011-04-28 11:31:00,2,755.75,213,226,2,755.75,Churned,755.75
15224,2010-12-12 12:34:00,2010-12-16 15:02:00,2,322.08,152,358,2,322.08,Churned,322.08
15225,2011-04-19 14:51:00,2011-04-19 14:51:00,1,409.40000000000003,226,234,1,409.40000000000003,Churned,409.40000000000003
15226,2011-02-02 11:41:00,2011-02-02 11:41:00,1,154.41,71,311,1,154.41,Churned,154.41
15227,2011-01-26 15:31:00,2011-11-03 11:59:00,5,1219.4,750,37,5,1219.4,At Risk,1219.4
15228,2011-02-18 09:04:00,2011-10-04 13:56:00,4,3386.71,2255,66,4,3386.71,At Risk,3386.71
15230,2011-04-13 11:04:00,2011-04-14 14:39:00,2,429.6,351,239,2,429.6,Churned,429.6
15232,2011-07-22 12:21:00,2011-08-18 16:27:00,2,612.06,686,113,2,612.06,Churned,612.06
15234,2011-03-08 08:53:00,2011-03-08 08:53:00,1,197.0,196,277,1,197.0,Churned,197.0
15235,2010-12-01 17:22:00,2011-05-06 09:44:00,12,2247.51,1324,218,12,2247.51,Churned,2247.51
15236,2011-02-14 10:52:00,2011-02-14 10:52:00,1,321.05,269,299,1,321.05,Churned,321.05
15237,2011-04-26 15:04:00,2011-12-08 09:46:00,4,1412.32,1071,2,4,1412.32,Active,1412.32
15238,2011-06-08 16:00:00,2011-11-10 14:28:00,3,1071.99,692,29,3,1071.99,Active,1071.99
15239,2011-09-22 09:53:00,2011-11-29 14:14:00,2,780.59,594,10,2,780.59,Active,780.59
15240,2011-02-01 08:23:00,2011-10-26 09:50:00,5,1706.57,1369,45,5,1706.57,At Risk,1706.57
15241,2011-03-01 11:02:00,2011-10-04 09:05:00,8,1756.44,1818,67,8,1756.44,At Risk,1756.44
15243,2011-09-26 14:12:00,2011-09-26 14:12:00,1,316.68,185,74,1,316.68,At Risk,316.68
15244,2011-04-05 15:12:00,2011-10-05 13:19:00,2,631.57,405,65,2,631.57,At Risk,631.57
15245,2011-03-23 13:42:00,2011-07-28 18:56:00,3,2515.84,1784,134,3,2515.84,Churned,2515.84
15246,2010-12-16 09:46:00,2011-04-15 14:45:00,2,514.15,247,238,2,514.15,Churned,514.15
15247,2011-08-09 12:52:00,2011-08-09 12:52:00,1,356.0,160,122,1,356.0,Churned,356.0
15249,2011-03-28 12:49:00,2011-11-08 11:45:00,13,6688.46,3577,32,13,6688.46,At Risk,6688.46
15251,2011-04-12 10:38:00,2011-11-30 15:02:00,11,10484.99,6171,9,11,10484.99,Active,10484.99
15252,2011-06-09 14:15:00,2011-11-03 13:30:00,2,740.78,522,36,2,740.78,At Risk,740.78
15253,2011-06-23 12:19:00,2011-11-23 16:22:00,5,918.2,866,16,5,918.2,Active,918.2
15254,2011-08-04 15:04:00,2011-08-04 15:04:00,1,300.36,275,127,1,300.36,Churned,300.36
15255,2011-10-04 12:43:00,2011-10-04 12:43:00,1,890.85,489,67,1,890.85,At Risk,890.85
15256,2011-07-14 11:47:00,2011-07-14 11:47:00,1,98.45,55,149,1,98.45,Churned,98.45
15257,2011-03-01 12:58:00,2011-03-01 12:58:00,1,317.15,46,283,1,317.15,Churned,317.15
15258,2011-05-06 14:16:00,2011-06-24 12:30:00,2,623.16,142,169,2,623.16,Churned,623.16
15260,2010-12-02 12:09:00,2011-08-31 13:55:00,7,1810.77,885,100,7,1810.77,Churned,1810.77
15261,2011-07-27 15:20:00,2011-07-27 15:20:00,1,254.82,270,135,1,254.82,Churned,254.82
15262,2011-01-20 12:16:00,2011-01-20 12:16:00,1,178.95000000000002,73,324,1,178.95000000000002,Churned,178.95000000000002
15263,2011-08-25 10:26:00,2011-08-25 10:26:00,1,156.51,89,107,1,156.51,Churned,156.51
15264,2011-10-06 13:49:00,2011-10-06 13:49:00,1,393.74,265,64,1,393.74,At Risk,393.74
15265,2011-04-18 12:16:00,2011-07-11 14:46:00,2,1506.1200000000001,612,151,2,1506.1200000000001,Churned,1506.1200000000001
15266,2011-01-05 13:40:00,2011-01-05 13:40:00,1,119.3,18,338,1,119.3,Churned,119.3
15267,2011-06-10 10:24:00,2011-11-17 15:59:00,5,1717.36,944,22,5,1717.36,Active,1717.36
15269,2011-11-16 09:32:00,2011-11-16 09:32:00,1,408.8,26,24,1,408.8,Active,408.8
15270,2011-02-02 13:25:00,2011-11-24 09:24:00,7,2379.49,1521,16,7,2379.49,Active,2379.49
15271,2010-12-09 13:47:00,2011-12-02 14:11:00,15,2507.07,1262,7,15,2507.07,Active,2507.07
15272,2011-09-14 16:36:00,2011-10-13 12:59:00,2,721.94,310,57,2,721.94,At Risk,721.94
15274,2011-11-21 14:17:00,2011-12-05 16:57:00,2,716.57,619,4,2,716.57,Active,716.57
15275,2011-11-02 11:20:00,2011-11-02 11:20:00,1,615.14,498,38,1,615.14,At Risk,615.14
15276,2011-10-04 16:39:00,2011-10-04 16:39:00,1,135.31,64,66,1,135.31,At Risk,135.31
15277,2011-10-24 10:08:00,2011-10-24 10:08:00,1,255.89999999999998,205,47,1,255.89999999999998,At Risk,255.89999999999998
15279,2010-12-20 10:48:00,2010-12-20 10:48:00,1,290.51,189,355,1,290.51,Churned,290.51
15280,2011-06-20 17:14:00,2011-06-20 17:14:00,1,113.12,154,172,1,113.12,Churned,113.12
15281,2011-01-10 15:51:00,2011-10-12 09:10:00,9,2332.15,1211,59,9,2332.15,At Risk,2332.15
15286,2011-10-21 11:08:00,2011-10-21 11:08:00,1,240.55,55,50,1,240.55,At Risk,240.55
15287,2011-09-30 12:30:00,2011-11-17 15:34:00,2,486.69,433,22,2,486.69,Active,486.69
15288,2010-12-09 13:59:00,2011-10-27 16:58:00,5,2306.52,775,43,5,2306.52,At Risk,2306.52
15289,2011-04-04 12:44:00,2011-11-10 13:49:00,3,939.78,1008,29,3,939.78,Active,939.78
15290,2010-12-15 16:03:00,2011-12-05 11:39:00,18,7943.22,4501,5,18,7943.22,Active,7943.22
15291,2010-12-01 09:32:00,2011-11-14 11:02:00,15,4668.3,2103,26,15,4668.3,Active,4668.3
15292,2011-05-22 15:00:00,2011-05-22 15:00:00,1,180.94,56,201,1,180.94,Churned,180.94
15296,2011-01-17 11:57:00,2011-10-20 11:47:00,6,3672.86,1766,51,6,3672.86,At Risk,3672.86
15297,2011-10-07 09:42:00,2011-11-29 16:32:00,3,641.94,292,10,3,641.94,Active,641.94
15298,2010-12-08 13:55:00,2011-12-07 17:17:00,12,4799.9,3116,2,12,4799.9,Active,4799.9
15299,2010-12-02 16:48:00,2011-10-03 14:19:00,7,4507.01,2948,67,7,4507.01,At Risk,4507.01
15300,2011-10-06 17:08:00,2011-10-06 17:08:00,1,496.44,292,64,1,496.44,At Risk,496.44
15301,2010-12-06 12:21:00,2011-10-20 09:57:00,12,5070.35,2775,51,12,5070.35,At Risk,5070.35
15303,2011-02-22 13:59:00,2011-02-22 13:59:00,1,574.02,248,290,1,574.02,Churned,574.02
15304,2010-12-06 11:42:00,2011-10-10 10:23:00,8,694.4,104,61,8,694.4,At Risk,694.4
15306,2011-07-14 15:22:00,2011-10-06 12:56:00,3,1174.3500000000001,810,64,3,1174.3500000000001,At Risk,1174.3500000000001
15307,2011-09-05 11:38:00,2011-09-05 11:38:00,1,205.3,37,96,1,205.3,Churned,205.3
15308,2011-03-10 13:08:00,2011-03-10 13:08:00,1,310.47,175,274,1,310.47,Churned,310.47
15311,2010-12-01 09:41:00,2011-12-09 12:00:00,91,60767.9,38194,1,91,60767.9,Active,60767.9
15312,2010-12-20 12:51:00,2011-09-25 13:10:00,4,924.85,516,75,4,924.85,At Risk,924.85
15313,2011-08-21 16:02:00,2011-08-21 16:02:00,1,52.0,25,110,1,52.0,Churned,52.0
15314,2011-05-24 14:39:00,2011-05-24 14:39:00,1,327.97,313,199,1,327.97,Churned,327.97
15315,2011-08-15 15:17:00,2011-10-06 12:51:00,2,570.5,862,64,2,570.5,At Risk,570.5
15316,2011-01-17 11:34:00,2011-01-17 11:34:00,1,165.0,100,327,1,165.0,Churned,165.0
15318,2011-12-06 11:30:00,2011-12-06 11:30:00,1,312.62,642,4,1,312.62,Active,312.62
15319,2011-03-01 12:48:00,2011-03-01 12:48:00,1,204.5,175,284,1,204.5,Churned,204.5
15320,2011-10-26 13:27:00,2011-10-26 13:27:00,1,267.13,326,44,1,267.13,At Risk,267.13
15321,2011-02-21 11:10:00,2011-09-30 09:40:00,3,2748.31,1181,71,3,2748.31,At Risk,2748.31
15322,2011-09-15 09:34:00,2011-09-15 09:34:00,1,679.68,416,86,1,679.68,At Risk,679.68
15325,2011-08-28 11:55:00,2011-08-28 11:55:00,1,162.29,232,104,1,162.29,Churned,162.29
15326,2011-01-10 11:38:00,2011-01-10 11:38:00,1,311.71,386,334,1,311.71,Churned,311.71
15327,2011-10-18 11:55:00,2011-10-18 11:55:00,1,208.75,116,53,1,208.75,At Risk,208.75
15329,2011-06-21 10:37:00,2011-10-31 15:36:00,3,1049.7,486,39,3,1049.7,At Risk,1049.7
15330,2011-10-10 12:30:00,2011-11-07 17:50:00,2,714.9599999999999,1312,32,2,714.9599999999999,At Risk,714.9599999999999
15332,2010-12-05 12:00:00,2010-12-08 14:43:00,4,1661.06,652,366,4,1661.06,Churned,1661.06
15333,2011-05-15 13:27:00,2011-05-15 13:27:00,1,1028.56,344,208,1,1028.56,Churned,1028.56
15334,2011-06-19 13:51:00,2011-07-06 11:22:00,3,351.67,274,157,3,351.67,Churned,351.67
15335,2011-10-17 12:50:00,2011-10-17 12:50:00,1,173.97,80,54,1,173.97,At Risk,173.97
15339,2011-01-25 13:15:00,2011-10-04 12:51:00,2,574.07,416,66,2,574.07,At Risk,574.07
15341,2011-09-20 09:40:00,2011-09-20 09:40:00,1,2020.52,812,81,1,2020.52,At Risk,2020.52
15342,2011-08-02 10:19:00,2011-08-02 10:19:00,1,406.09000000000003,283,130,1,406.09000000000003,Churned,406.09000000000003
15343,2011-09-13 13:55:00,2011-09-13 13:55:00,1,364.5,84,87,1,364.5,At Risk,364.5
15344,2011-09-26 14:48:00,2011-12-09 10:45:00,3,563.94,116,1,3,563.94,Active,563.94
15345,2011-10-25 11:28:00,2011-10-25 11:28:00,1,393.54,81,46,1,393.54,At Risk,393.54
15346,2011-01-11 11:18:00,2011-01-11 11:18:00,1,252.42000000000002,144,333,1,252.42000000000002,Churned,252.42000000000002
15347,2010-12-08 15:25:00,2010-12-08 15:25:00,1,201.60000000000002,130,366,1,201.60000000000002,Churned,201.60000000000002
15348,2011-09-28 13:17:00,2011-09-28 13:17:00,1,158.04,84,72,1,158.04,At Risk,158.04
15349,2011-06-05 15:46:00,2011-07-04 16:06:00,2,473.81,327,158,2,473.81,Churned,473.81
15350,2010-12-01 13:33:00,2010-12-01 13:33:00,1,115.65,51,373,1,115.65,Churned,115.65
15351,2010-12-05 11:49:00,2011-11-27 12:52:00,7,1960.11,753,12,7,1960.11,Active,1960.11
15353,2010-12-07 11:49:00,2011-03-30 12:15:00,2,777.02,343,255,2,777.02,Churned,777.02
15355,2011-10-17 15:22:00,2011-11-10 13:44:00,2,277.05,45,29,2,277.05,Active,277.05
15356,2010-12-06 14:05:00,2011-11-08 13:11:00,10,2766.5,1673,31,10,2766.5,At Risk,2766.5
15358,2010-12-09 10:04:00,2011-12-05 09:04:00,22,8347.2,7050,5,22,8347.2,Active,8347.2
15360,2011-10-31 09:35:00,2011-10-31 09:35:00,1,427.93,223,40,1,427.93,At Risk,427.93
15361,2010-12-13 09:52:00,2010-12-13 09:52:00,1,418.92,336,362,1,418.92,Churned,418.92
15363,2010-12-02 12:28:00,2010-12-02 12:28:00,1,326.0,144,373,1,326.0,Churned,326.0
15364,2011-03-30 13:39:00,2011-09-05 09:46:00,2,913.19,493,96,2,913.19,Churned,913.19
15365,2011-01-28 13:08:00,2011-11-14 08:29:00,7,2314.32,1084,26,7,2314.32,Active,2314.32
15366,2010-12-16 15:59:00,2011-09-25 15:01:00,2,602.51,621,75,2,602.51,At Risk,602.51
15367,2011-03-09 13:53:00,2011-10-13 14:13:00,4,1877.5900000000001,1057,57,4,1877.5900000000001,At Risk,1877.5900000000001
15368,2011-11-18 14:42:00,2011-11-18 14:42:00,1,446.94000000000005,230,21,1,446.94000000000005,Active,446.94000000000005
15370,2011-01-11 11:32:00,2011-10-30 10:58:00,7,2386.05,830,41,7,2386.05,At Risk,2386.05
15372,2011-07-25 16:39:00,2011-07-25 16:39:00,1,2007.4,2924,137,1,2007.4,Churned,2007.4
15373,2010-12-03 14:40:00,2011-12-01 15:05:00,12,2415.91,500,8,12,2415.91,Active,2415.91
15374,2011-08-03 09:59:00,2011-08-03 09:59:00,1,168.0,126,129,1,168.0,Churned,168.0
15376,2011-05-01 13:45:00,2011-10-30 15:04:00,3,1233.3600000000001,619,40,3,1233.3600000000001,At Risk,1233.3600000000001
15379,2010-12-16 13:02:00,2011-06-23 13:13:00,7,3703.29,2305,169,7,3703.29,Churned,3703.29
15380,2010-12-09 15:01:00,2011-12-01 12:13:00,5,1690.26,376,9,5,1690.26,Active,1690.26
15381,2011-03-16 13:44:00,2011-05-10 11:55:00,2,596.85,171,214,2,596.85,Churned,596.85
15382,2011-02-17 12:01:00,2011-11-25 10:58:00,6,5955.71,4012,15,6,5955.71,Active,5955.71
15384,2010-12-15 11:34:00,2011-06-23 10:57:00,2,642.41,596,170,2,642.41,Churned,642.41
15385,2011-10-30 15:11:00,2011-10-30 15:11:00,1,316.88,161,40,1,316.88,At Risk,316.88
15386,2011-06-06 13:47:00,2011-06-06 13:47:00,1,394.14,446,186,1,394.14,Churned,394.14
15388,2011-03-14 13:53:00,2011-03-14 13:53:00,1,140.54,88,270,1,140.54,Churned,140.54
15389,2011-06-20 16:18:00,2011-06-20 16:18:00,1,500.0,400,172,1,500.0,Churned,500.0
15392,2010-12-14 15:50:00,2011-12-05 11:01:00,4,1535.53,1277,5,4,1535.53,Active,1535.53
15393,2011-03-03 16:58:00,2011-11-23 16:48:00,2,231.86,150,16,2,231.86,Active,231.86
15394,2010-12-16 12:46:00,2011-11-30 11:49:00,4,2183.54,910,10,4,2183.54,Active,2183.54
15395,2011-01-18 12:40:00,2011-01-18 12:40:00,1,107.45,17,326,1,107.45,Churned,107.45
15396,2011-08-19 10:56:00,2011-08-19 10:56:00,1,288.18,122,113,1,288.18,Churned,288.18
15397,2011-02-23 09:25:00,2011-02-23 09:25:00,1,94.0,20,290,1,94.0,Churned,94.0
15398,2011-09-22 14:56:00,2011-11-23 16:47:00,2,1345.53,769,16,2,1345.53,Active,1345.53
15399,2011-09-21 15:57:00,2011-12-08 13:04:00,3,815.77,611,1,3,815.77,Active,815.77
15400,2011-03-06 11:27:00,2011-09-08 13:57:00,5,716.2,390,92,5,716.2,Churned,716.2
15402,2011-05-27 13:32:00,2011-07-14 12:17:00,2,626.77,694,149,2,626.77,Churned,626.77
15405,2011-06-03 14:44:00,2011-06-03 14:44:00,1,349.1,193,189,1,349.1,Churned,349.1
15406,2011-02-11 16:19:00,2011-11-08 13:22:00,2,510.71000000000004,254,31,2,510.71000000000004,At Risk,510.71000000000004
15407,2011-02-07 13:18:00,2011-11-06 11:55:00,4,1056.44,558,34,4,1056.44,At Risk,1056.44
15408,2011-03-20 15:02:00,2011-03-20 15:02:00,1,267.18,106,264,1,267.18,Churned,267.18
15410,2011-03-23 10:15:00,2011-09-16 14:47:00,8,3450.84,1200,84,8,3450.84,At Risk,3450.84
15411,2011-06-10 12:30:00,2011-11-13 15:19:00,4,1358.88,530,26,4,1358.88,Active,1358.88
15412,2011-06-21 15:24:00,2011-06-21 15:24:00,1,190.53,108,171,1,190.53,Churned,190.53
15414,2011-04-11 13:45:00,2011-11-30 09:50:00,3,774.9000000000001,443,10,3,774.9000000000001,Active,774.9000000000001
15415,2011-01-30 14:13:00,2011-01-30 14:13:00,1,572.8100000000001,575,313,1,572.8100000000001,Churned,572.8100000000001
15416,2011-03-02 08:41:00,2011-10-06 09:38:00,4,3984.32,2090,65,4,3984.32,At Risk,3984.32
15417,2011-09-15 15:26:00,2011-09-15 15:26:00,1,508.8,284,85,1,508.8,At Risk,508.8
15419,2011-11-15 09:23:00,2011-11-15 09:23:00,1,135.86,230,25,1,135.86,Active,135.86
15421,2011-02-02 14:36:00,2011-10-12 09:20:00,4,950.36,500,59,4,950.36,At Risk,950.36
15422,2011-01-20 14:17:00,2011-01-20 16:17:00,2,97.7,38,323,2,97.7,Churned,97.7
15423,2011-11-01 14:01:00,2011-11-01 14:01:00,1,43.5,101,38,1,43.5,At Risk,43.5
15424,2011-03-30 13:00:00,2011-03-30 13:02:00,2,383.34,554,254,2,383.34,Churned,383.34
15426,2010-12-05 13:55:00,2011-11-20 15:36:00,5,1447.39,674,19,5,1447.39,Active,1447.39
15427,2011-10-23 14:47:00,2011-11-06 14:29:00,3,1483.14,1013,33,3,1483.14,At Risk,1483.14
15428,2011-11-24 16:54:00,2011-11-24 16:54:00,1,93.78,102,15,1,93.78,Active,93.78
15429,2011-09-25 13:42:00,2011-11-13 12:28:00,2,397.35,380,27,2,397.35,Active,397.35
15432,2011-11-16 16:30:00,2011-11-16 16:30:00,1,171.19000000000003,65,23,1,171.19000000000003,Active,171.19000000000003
15433,2011-03-17 14:12:00,2011-05-10 10:45:00,2,533.3,534,214,2,533.3,Churned,533.3
15434,2011-05-23 14:18:00,2011-12-01 13:33:00,5,1041.48,647,8,5,1041.48,Active,1041.48
15435,2011-11-17 16:39:00,2011-11-17 16:39:00,1,149.29,54,22,1,149.29,Active,149.29
15436,2011-04-19 16:52:00,2011-11-27 16:05:00,3,1122.53,613,12,3,1122.53,Active,1122.53
15437,2011-03-22 13:11:00,2011-03-22 13:11:00,1,200.16,79,262,1,200.16,Churned,200.16
15438,2011-07-31 14:19:00,2011-07-31 14:19:00,1,156.57999999999998,59,131,1,156.57999999999998,Churned,156.57999999999998
15440,2011-05-15 11:30:00,2011-10-16 12:16:00,3,383.68,197,55,3,383.68,At Risk,383.68
15442,2011-04-05 12:24:00,2011-04-05 12:24:00,1,594.0,120,249,1,594.0,Churned,594.0
15443,2011-01-23 13:25:00,2011-12-08 10:40:00,7,3236.91,1663,2,7,3236.91,Active,3236.91
15444,2011-10-30 16:12:00,2011-11-30 17:37:00,2,1418.26,764,9,2,1418.26,Active,1418.26
15445,2011-03-20 15:06:00,2011-03-20 15:06:00,1,113.5,58,264,1,113.5,Churned,113.5
15447,2011-01-13 11:26:00,2011-01-13 11:26:00,1,155.17000000000002,85,331,1,155.17000000000002,Churned,155.17000000000002
15448,2011-01-31 10:42:00,2011-01-31 10:42:00,1,494.64,232,313,1,494.64,Churned,494.64
15449,2011-03-23 10:43:00,2011-11-13 15:02:00,3,974.52,812,26,3,974.52,Active,974.52
15450,2011-11-09 17:11:00,2011-11-09 17:11:00,1,429.84,376,30,1,429.84,Active,429.84
15452,2011-03-20 15:21:00,2011-11-10 12:13:00,3,538.73,283,30,3,538.73,Active,538.73
15453,2011-06-05 12:37:00,2011-12-08 10:59:00,7,1388.37,845,2,7,1388.37,Active,1388.37
15454,2010-12-12 14:21:00,2010-12-12 14:21:00,1,179.1,86,362,1,179.1,Churned,179.1
15456,2010-12-15 15:34:00,2011-03-01 13:51:00,3,447.22,660,283,3,447.22,Churned,447.22
15457,2011-03-22 15:31:00,2011-03-22 15:31:00,1,237.07,132,262,1,237.07,Churned,237.07
15458,2011-11-14 13:08:00,2011-11-14 13:08:00,1,161.64,156,25,1,161.64,Active,161.64
15460,2010-12-20 16:08:00,2010-12-20 16:08:00,1,216.76,109,354,1,216.76,Churned,216.76
15462,2011-06-05 15:36:00,2011-09-06 13:11:00,3,234.6,172,94,3,234.6,Churned,234.6
15463,2011-11-10 12:57:00,2011-11-10 12:57:00,1,126.14,106,29,1,126.14,Active,126.14
15464,2011-01-05 15:56:00,2011-01-05 15:56:00,1,1048.85,350,338,1,1048.85,Churned,1048.85
15465,2010-12-05 10:12:00,2011-11-20 10:11:00,18,7354.62,1257,20,18,7354.62,Active,7354.62
15466,2011-09-15 14:08:00,2011-09-15 14:08:00,1,334.53,246,85,1,334.53,At Risk,334.53
15467,2011-07-10 14:42:00,2011-11-30 14:17:00,3,524.88,310,9,3,524.88,Active,524.88
15468,2011-10-19 13:38:00,2011-10-19 13:49:00,2,467.51,155,51,2,467.51,At Risk,467.51
15469,2011-08-11 16:54:00,2011-10-20 16:21:00,2,538.55,153,50,2,538.55,At Risk,538.55
15471,2011-12-07 14:12:00,2011-12-07 14:12:00,1,469.48,266,2,1,469.48,Active,469.48
15472,2011-08-18 15:17:00,2011-08-18 15:17:00,1,371.56,251,113,1,371.56,Churned,371.56
15473,2011-10-10 11:12:00,2011-11-25 15:15:00,7,1771.2,672,14,7,1771.2,Active,1771.2
15475,2011-09-23 15:20:00,2011-09-23 15:20:00,1,454.11,319,77,1,454.11,At Risk,454.11
15478,2011-10-14 11:09:00,2011-10-30 14:19:00,2,1441.42,585,40,2,1441.42,At Risk,1441.42
15480,2011-08-15 14:32:00,2011-08-15 14:32:00,1,905.5,303,116,1,905.5,Churned,905.5
15482,2010-12-16 10:08:00,2011-11-24 10:46:00,12,11054.96,5020,16,12,11054.96,Active,11054.96
15483,2011-03-18 12:26:00,2011-07-01 13:07:00,4,233.81,295,161,4,233.81,Churned,233.81
15484,2011-09-22 13:31:00,2011-12-08 15:03:00,4,3594.31,3152,1,4,3594.31,Active,3594.31
15485,2010-12-01 13:23:00,2011-11-09 14:31:00,3,2575.0,1306,30,3,2575.0,Active,2575.0
15488,2011-09-08 10:11:00,2011-09-08 10:11:00,1,91.32000000000001,73,93,1,91.32000000000001,Churned,91.32000000000001
15489,2011-05-12 12:54:00,2011-11-17 08:53:00,3,1134.28,608,23,3,1134.28,Active,1134.28
15491,2011-04-18 10:04:00,2011-09-05 15:56:00,6,3100.09,1646,95,6,3100.09,Churned,3100.09
15492,2011-09-26 14:02:00,2011-11-11 14:53:00,2,659.46,483,28,2,659.46,Active,659.46
15493,2011-03-14 11:44:00,2011-11-07 12:04:00,5,2001.8,560,33,5,2001.8,At Risk,2001.8
15494,2011-08-10 15:29:00,2011-11-18 14:51:00,2,1299.23,1148,21,2,1299.23,Active,1299.23
